application_id,country_code,secondary_income,application_date,last_login,applicant_age,annual_income,credit_score,loan_amount,num_dependents,debt_to_income,account_score,monthly_payment,employment_type,loan_purpose,region,marital_status,branch_code,application_notes,is_homeowner,has_cosigner,loan_default
APP-200709,TWN,?,2023-02-16,2023/07/04,53.0,,631,69532.52,2,0.28,6.19,"$2,021.47",Unemployed,Car,North,Married,BR-027,Borrower applies for credit toward medical expenses; first-time applicant. Ref-900709.,Yes,false,No
APP-200710,TWN,Rental,2021-02-01,2023/12/31,49.0,45157.0,712,126258.23,0,0.967,8.17,"$3,649.20",Salaried,Medical,North,Married,BR-008,Client requests funding for medical expenses; first-time applicant. Ref-900710.,Yes,false,No
APP-200711,TWN,Dividend,2023-06-04,03/29/2024,54.0,24873.0,650,58997.11,1,0.567,1.35,"$1,711.20",Unemployed,Medical,North,Married,BR-016,Customer needs financing for medical expenses; stable employment history. Ref-900711.,Yes,false,Yes
APP-200712,TWN,n/a,2023-06-04,06/02/2024,46.0,44719.0,510,130892.27,3,1.013,5.45,"$3,645.69",Salaried,Home,North,Separated,BR-006,Applicant seeks a loan to cover expanding a small business; moderate credit risk profile. Ref-900712.,Yes,true,Yes
APP-200713,TWN,null,2023-02-23,2024/01/19,34.0,103325.0,682,305888.19,1,0.81,7.34,"$7,877.45",Self-employed,Medical,North,Married,BR-017,Customer needs financing for tuition and education costs; existing customer over 5 years. Ref-900713.,Yes,false,No
APP-200714,TWN,,2024-05-20,2023/11/15,53.0,111148.0,519,201473.71,0,0.436,4.03,"$5,423.31",Salaried,Medical,North,Married,BR-002,Borrower requests funding for expanding a small business; stable employment history. Ref-900714.,Yes,false,No
APP-200715,TWN,NA,2021-06-11,2024-10-24 00:00:00,34.0,NA,802,111941.62,3,0.331,2.7,"$2,949.59",Unemployed,Education,North,Married,BR-019,Customer applies for credit toward a family vacation abroad; first-time applicant. Ref-900715.,No,false,Yes
APP-200716,TWN,Pension,2022-08-16,2022-06-18 00:00:00,32.0,36091.0,722,100902.75,1,1.023,3.72,"$3,059.68",Retired,Home,North,Single,BR-040,Client seeks a loan to cover a family vacation abroad; good repayment record. Ref-900716.,No,false,No
APP-200717,TWN,Freelance,2024-12-18,08-04-2021,58.0,214581.0,719,275471.89,1,0.363,5.42,"$8,073.31",Salaried,Car,North,Married,BR-042,Client seeks a loan to cover medical expenses; good repayment record. Ref-900717.,No,false,No
APP-200718,TWN,,2022-01-08,2022-12-28 00:00:00,49.0,33974.0,628,45243.05,2,0.5,6.87,"$1,360.69",Salaried,Home,South,Married,BR-028,Customer applies for credit toward a family vacation abroad; first-time applicant. Ref-900718.,No,true,No
APP-200719,TWN,null,2024-11-12,2022-07-15 00:00:00,42.0,58648.0,597,112747.55,2,0.767,5.59,"$3,179.74",Contract,Car,East,Married,BR-040,Borrower applies for credit toward a new vehicle purchase; existing customer over 5 years. Ref-900719.,Yes,true,No
APP-200720,TWN,Freelance,2021-01-05,2021/03/01,48.0,29609.0,659,25298.71,1,0.332,1.07,$640.64,Salaried,Car,North,Single,BR-030,Borrower applies for credit toward tuition and education costs; good repayment record. Ref-900720.,No,false,Yes
APP-200721,TWN,NA,2021-02-24,2024-10-18 00:00:00,50.0,117830.0,675,193264.53,2,0.486,8.18,"$5,632.86",Salaried,Medical,North,Divorced,BR-018,Customer seeks a loan to cover a family vacation abroad; existing customer over 5 years. Ref-900721.,Yes,false,No
APP-200722,TWN,NA,2021-11-07,2024-11-27 00:00:00,23.0,76230.0,621,64360.56,1,0.264,9.24,"$1,738.57",Salaried,Medical,North,Married,BR-019,Customer applies for credit toward tuition and education costs; moderate credit risk profile. Ref-900722.,Yes,false,No
APP-200723,TWN,null,2024-10-10,11/10/2022,?,95107.0,684,155284.58,2,0.524,1.01,"$4,444.73",Salaried,Home,North,Married,BR-009,Borrower requests funding for a family vacation abroad; moderate credit risk profile. Ref-900723.,Yes,false,No
APP-200724,TWN,?,2023-07-29,2023/12/04,25.0,63829.0,720,176691.71,3,0.605,2.5,"$4,847.12",Salaried,Medical,North,Married,BR-005,Borrower seeks a loan to cover home renovation and repairs; good repayment record. Ref-900724.,No,false,No
APP-200725,TWN,null,2023-02-15,10/15/2024,41.0,58974.0,714,165163.43,4,0.985,1.74,"$4,650.56",Contract,Medical,North,Married,BR-008,Customer needs financing for a family vacation abroad; moderate credit risk profile. Ref-900725.,No,true,No
APP-200726,TWN,null,2021-06-29,2022-11-26 00:00:00,31.0,66591.0,603,192836.16,1,1.045,8.49,"$4,993.52",Contract,Car,North,Single,BR-017,Borrower needs financing for home renovation and repairs; good repayment record. Ref-900726.,Yes,false,Yes
APP-200727,TWN,,?,27-09-2021,56.0,23744.0,528,54914.68,3,0.556,9.1,"$1,647.14",Contract,Education,North,Widowed,BR-038,Borrower seeks a loan to cover expanding a small business; first-time applicant. Ref-900727.,Yes,false,Yes
APP-200728,TWN,null,2024-06-05,2021/06/15,46.0,n/a,674,237457.21,0,0.635,0.44,"$6,351.74",?,Home,North,Married,BR-008,Customer requests funding for expanding a small business; first-time applicant. Ref-900728.,Yes,false,No
APP-200729,TWN,?,2024-04-13,2021-03-29 00:00:00,30.0,96396.0,629,151131.2,0,0.513,3.32,"$4,501.47",Self-employed,Home,North,Single,BR-031,Applicant applies for credit toward a family vacation abroad; existing customer over 5 years. Ref-900729.,No,false,No
APP-200730,TWN,null,2021-03-29,04/07/2021,39.0,50185.0,704,137333.96,1,1.071,1.92,"$4,125.59",Salaried,Home,North,Single,BR-026,Borrower applies for credit toward home renovation and repairs; first-time applicant. Ref-900730.,Yes,true,Yes
APP-200731,TWN,-,2022-09-25,2024/07/31,25.0,60692.0,784,50695.04,2,0.227,4.7,"$1,428.19",Self-employed,Medical,North,Single,BR-027,Borrower applies for credit toward a family vacation abroad; moderate credit risk profile. Ref-900731.,Yes,false,No
APP-200732,TWN,NA,2023-03-09,2023/10/25,40.0,70955.0,784,65014.47,0,0.345,9.22,"$1,683.58",,Home,North,Married,BR-030,Applicant needs financing for a family vacation abroad; first-time applicant. Ref-900732.,No,true,No
APP-200733,TWN,Rental,2023-11-08,2022/08/24,46.0,133948.0,693,106578.32,1,0.17,0.7,"$2,902.36",Salaried,Home,North,Single,BR-030,Client needs financing for home renovation and repairs; good repayment record. Ref-900733.,Yes,false,Yes
APP-200734,TWN,,2021-01-14,2024/11/03,42.0,?,748,115343.09,1,0.472,1.71,"$3,208.65",null,Car,North,Married,BR-025,Client seeks a loan to cover home renovation and repairs; good repayment record. Ref-900734.,No,false,Yes
APP-200735,TWN,,2024-04-22,2023-01-13 00:00:00,18.0,62425.0,784,40549.76,1,0.169,4.87,"$1,079.19",Self-employed,Car,North,Married,BR-019,Borrower seeks a loan to cover medical expenses; moderate credit risk profile. Ref-900735.,No,false,Yes
APP-200736,TWN,Freelance,2023-02-07,2022/07/02,?,47387.0,677,107064.15,2,0.842,5.24,"$2,721.41",Self-employed,Home,North,Married,BR-018,Client applies for credit toward medical expenses; existing customer over 5 years. Ref-900736.,Yes,false,Yes
APP-200737,TWN,n/a,2023-02-25,09/28/2024,45.0,28827.0,692,27583.48,1,0.227,7.46,$835.41,Salaried,Car,North,Married,BR-011,Customer seeks a loan to cover a new vehicle purchase; existing customer over 5 years. Ref-900737.,No,true,No
APP-200738,TWN,?,2022-06-10,11/23/2023,43.0,45381.0,731,100894.34,1,0.487,4.38,"$2,861.20",Salaried,Travel,South,Single,BR-012,Borrower applies for credit toward a family vacation abroad; existing customer over 5 years. Ref-900738.,No,false,No
APP-200739,TWN,-,2021-03-14,2021-11-17 00:00:00,53.0,63378.0,671,120988.63,0,0.528,1.41,"$3,368.86",Salaried,Car,North,Married,BR-042,Customer seeks a loan to cover a family vacation abroad; existing customer over 5 years. Ref-900739.,Yes,false,No
APP-200740,TWN,,2024-09-21,2023/10/16,24.0,53920.0,640,120208.27,2,0.784,3.54,"$3,072.50",Unemployed,Business,North,Divorced,BR-031,Client seeks a loan to cover tuition and education costs; existing customer over 5 years. Ref-900740.,Yes,false,No
APP-200741,TWN,-,2024-04-15,2024-11-14 00:00:00,?,63533.0,624,143337.74,0,0.783,9.82,"$3,998.50",Contract,Business,North,Married,BR-030,Applicant applies for credit toward tuition and education costs; moderate credit risk profile. Ref-900741.,No,false,Yes
APP-200742,TWN,?,2024-04-24,2022/07/27,32.0,88823.0,674,218992.65,1,0.663,7.51,"$6,457.43",Salaried,Home,North,Single,BR-009,Borrower requests funding for home renovation and repairs; good repayment record. Ref-900742.,No,false,Yes
APP-200743,TWN,-,2023-10-11,2022-08-02 00:00:00,42.0,76083.0,632,129135.17,1,0.587,1.16,"$3,358.33",?,Car,North,Married,BR-045,Client needs financing for tuition and education costs; moderate credit risk profile. Ref-900743.,No,false,No
APP-200744,TWN,,2022-12-12,2023-02-24 00:00:00,44.0,NA,727,135306.96,2,0.443,8.08,"$4,070.80",Self-employed,Car,North,Single,BR-042,Applicant requests funding for medical expenses; moderate credit risk profile. Ref-900744.,No,true,No
APP-200745,TWN,?,2024-08-21,2021-12-28 00:00:00,48.0,84996.0,652,95772.53,0,0.327,3.11,"$2,502.21",Self-employed,Medical,North,Single,BR-025,Borrower applies for credit toward home renovation and repairs; moderate credit risk profile. Ref-900745.,No,true,Yes
APP-200746,TWN,-,2021-06-08,2024-10-01 00:00:00,32.0,67208.0,772,117800.28,0,0.658,7.81,"$3,031.43",Salaried,Medical,North,Married,BR-023,Customer needs financing for tuition and education costs; existing customer over 5 years. Ref-900746.,No,false,Yes
APP-200747,TWN,Pension,2022-01-30,2021-12-08 00:00:00,42.0,60300.0,755,43646.5,0,0.169,0.13,"$1,277.35",Unemployed,Education,North,Single,BR-018,Client applies for credit toward a new vehicle purchase; good repayment record. Ref-900747.,No,false,No
APP-200748,TWN,Pension,2022-10-17,03/23/2024,25.0,77461.0,591,223592.69,2,0.718,8.71,"$5,821.27",Self-employed,Business,North,Single,BR-025,Customer requests funding for a new vehicle purchase; first-time applicant. Ref-900748.,No,false,Yes
APP-200749,TWN,,2024-02-21,27-01-2023,-,25821.0,747,72885.84,0,0.769,1.62,"$2,180.48",Contract,Home,North,Single,BR-021,Customer seeks a loan to cover tuition and education costs; good repayment record. Ref-900749.,Yes,false,Yes
APP-200750,TWN,n/a,2022-05-04,08/20/2023,null,114614.0,647,78387.6,0,0.166,4.56,"$2,074.71",Salaried,Home,North,Single,BR-039,Borrower needs financing for tuition and education costs; first-time applicant. Ref-900750.,No,true,No
APP-200751,TWN,Pension,2024-06-28,11/13/2022,39.0,32161.0,766,16951.73,0,0.162,6.62,$431.93,Salaried,Car,North,Single,BR-013,Applicant seeks a loan to cover home renovation and repairs; first-time applicant. Ref-900751.,Yes,false,No
APP-200752,TWN,Pension,2022-04-06,2023/10/04,20.0,93130.0,709,138543.46,1,0.423,5.08,"$3,940.35",Salaried,Education,North,Married,BR-006,Borrower seeks a loan to cover home renovation and repairs; existing customer over 5 years. Ref-900752.,No,false,Yes
APP-200753,TWN,-,2022-06-03,17-07-2024,29.0,61690.0,671,112087.53,1,0.58,1.65,"$2,813.95",Salaried,Education,North,Married,BR-041,Applicant applies for credit toward expanding a small business; good repayment record. Ref-900753.,Yes,true,No
APP-200754,TWN,-,2022-04-14,2023-03-29 00:00:00,40.0,106686.0,719,181148.93,2,0.347,1.39,"$4,638.87",Salaried,Business,North,Married,BR-042,Client needs financing for home renovation and repairs; existing customer over 5 years. Ref-900754.,Yes,false,No
APP-200755,TWN,Freelance,2022-08-22,03/16/2021,58.0,62406.0,637,83852.97,2,0.488,2.85,"$2,369.10",Self-employed,Home,North,Single,BR-013,Applicant needs financing for a new vehicle purchase; first-time applicant. Ref-900755.,No,false,No
APP-200756,TWN,-,2024-04-04,12/07/2023,52.0,38248.0,697,78641.43,3,0.575,0.52,"$2,290.44",Salaried,Home,North,Married,BR-041,Customer requests funding for medical expenses; existing customer over 5 years. Ref-900756.,No,true,No
APP-200757,TWN,-,2022-05-03,03/06/2021,49.0,104910.0,700,157510.5,0,0.321,2.17,"$4,378.94",Salaried,Car,North,Single,BR-026,Applicant needs financing for a family vacation abroad; moderate credit risk profile. Ref-900757.,No,false,No
APP-200758,TWN,Pension,2022-12-14,2023/03/30,18.0,67281.0,665,101927.94,0,0.491,1.3,"$3,019.29",Salaried,Education,North,Single,BR-017,Applicant requests funding for a family vacation abroad; first-time applicant. Ref-900758.,No,true,Yes
APP-200759,TWN,Rental,2021-01-09,08/12/2021,38.0,65105.0,701,37816.52,2,0.137,4.65,$980.95,Self-employed,Car,South,Separated,BR-024,Customer requests funding for medical expenses; moderate credit risk profile. Ref-900759.,No,false,No
APP-200760,TWN,null,2023-03-20,2024/04/17,45.0,63909.0,608,126746.67,1,0.482,3.57,"$3,732.88",Salaried,Medical,North,Divorced,BR-008,Customer applies for credit toward a new vehicle purchase; first-time applicant. Ref-900760.,No,false,Yes
APP-200761,TWN,NA,2021-12-05,06/04/2023,44.0,101261.0,712,71647.37,0,0.249,5.87,"$1,970.14",Salaried,Car,North,Widowed,BR-009,Applicant applies for credit toward tuition and education costs; moderate credit risk profile. Ref-900761.,Yes,false,No
APP-200762,TWN,Freelance,2022-12-20,2023-07-29 00:00:00,44.0,NA,594,244435.28,2,0.568,2.81,"$7,275.22",-,Home,North,Married,BR-036,Customer applies for credit toward home renovation and repairs; good repayment record. Ref-900762.,No,false,No
APP-200763,TWN,null,2022-04-30,02/15/2024,?,68889.0,716,116665.75,1,0.66,0.34,"$3,006.64",Unemployed,Education,North,Married,BR-004,Customer applies for credit toward home renovation and repairs; moderate credit risk profile. Ref-900763.,No,true,No
APP-200764,TWN,-,2022-07-09,12/26/2021,60.0,28279.0,706,39204.4,0,0.346,3.31,"$1,097.43",Salaried,Car,North,Single,BR-002,Applicant applies for credit toward expanding a small business; first-time applicant. Ref-900764.,No,false,No
APP-200765,TWN,Dividend,2021-06-08,12/02/2022,57.0,50183.0,722,108034.6,1,0.692,7.55,"$2,756.96",Salaried,Business,North,Married,BR-028,Client seeks a loan to cover a new vehicle purchase; good repayment record. Ref-900765.,No,false,No
APP-200766,TWN,-,2022-11-03,2021-10-17 00:00:00,38.0,64763.0,638,175739.66,2,0.608,2.56,"$4,558.95",Unemployed,Medical,North,Divorced,BR-034,Customer requests funding for a family vacation abroad; stable employment history. Ref-900766.,Yes,false,Yes
APP-200767,TWN,?,2024-01-23,2023-06-16 00:00:00,28.0,n/a,850,138950.68,1,0.369,4.05,"$3,746.15",Salaried,Home,North,Single,BR-036,Customer seeks a loan to cover a new vehicle purchase; existing customer over 5 years. Ref-900767.,Yes,true,No
APP-200768,TWN,-,2023-06-09,2022/08/17,64.0,74475.0,660,111959.4,0,0.587,7.55,"$3,142.77",Contract,Home,North,Widowed,BR-033,Borrower requests funding for a new vehicle purchase; first-time applicant. Ref-900768.,Yes,false,No
APP-200769,TWN,Rental,2022-09-16,28-07-2023,n/a,,685,172214.15,1,0.972,4.07,"$4,843.51",Salaried,Business,North,Married,BR-040,Customer applies for credit toward a new vehicle purchase; moderate credit risk profile. Ref-900769.,No,false,Yes
APP-200770,TWN,?,2024-05-20,2023/06/05,54.0,111779.0,625,297309.55,2,0.674,8.87,"$7,834.16",Salaried,Business,North,Married,BR-007,Customer needs financing for a new vehicle purchase; good repayment record. Ref-900770.,No,false,Yes
APP-200771,TWN,Dividend,2023-04-10,2021-01-29 00:00:00,?,58147.0,771,85920.27,4,0.403,9.18,"$2,293.35",Self-employed,Business,North,Single,BR-041,Applicant applies for credit toward tuition and education costs; existing customer over 5 years. Ref-900771.,Yes,false,No
APP-200772,TWN,n/a,2023-06-16,25-10-2021,NA,null,644,85219.34,4,0.445,3.11,"$2,588.34",Salaried,Car,North,Married,BR-001,Client seeks a loan to cover expanding a small business; first-time applicant. Ref-900772.,No,false,Yes
APP-200773,TWN,?,2022-02-20,12/26/2021,43.0,66517.0,742,168939.28,2,0.65,7.36,"$4,249.04",Salaried,Home,North,Single,BR-037,Client seeks a loan to cover a new vehicle purchase; stable employment history. Ref-900773.,No,true,No
APP-200774,TWN,null,2023-09-29,07/11/2022,35.0,-,613,20663.72,1,0.226,2.53,$562.34,Salaried,Car,North,Married,BR-006,Applicant applies for credit toward a new vehicle purchase; stable employment history. Ref-900774.,Yes,false,Yes
APP-200775,TWN,NA,2022-06-11,2024-12-27 00:00:00,45.0,99271.0,696,79096.47,0,0.304,1.4,"$2,349.58",Self-employed,Travel,North,Married,BR-015,Customer needs financing for a family vacation abroad; existing customer over 5 years. Ref-900775.,No,false,No
APP-200776,TWN,n/a,2021-10-12,11/21/2022,43.0,76103.0,651,146704.06,3,0.442,4.38,"$4,224.48",Salaried,Education,North,Married,BR-032,Client requests funding for a new vehicle purchase; existing customer over 5 years. Ref-900776.,No,true,No
APP-200777,TWN,null,2024-01-05,2022/04/28,63.0,53410.0,738,102593.64,0,0.489,6.02,"$2,893.93",Salaried,Education,North,Single,BR-028,Customer seeks a loan to cover tuition and education costs; moderate credit risk profile. Ref-900777.,No,true,No
APP-200778,TWN,-,2023-04-23,22-05-2024,46.0,34754.0,656,66844.55,2,0.755,9.36,"$1,729.22",null,Home,North,Married,BR-020,Customer needs financing for expanding a small business; existing customer over 5 years. Ref-900778.,No,false,Yes
APP-200779,TWN,-,2022-11-17,2024/10/14,39.0,68463.0,618,165191.18,1,0.898,1.46,"$4,362.42",Self-employed,Car,North,Single,BR-020,Borrower requests funding for a family vacation abroad; stable employment history. Ref-900779.,Yes,false,No
APP-200780,TWN,-,2023-11-08,2022/03/05,53.0,123913.0,706,334970.06,0,0.559,7.12,"$10,223.81",Contract,Home,North,Single,BR-044,Customer needs financing for a family vacation abroad; stable employment history. Ref-900780.,Yes,false,Yes
APP-200781,TWN,,2023-05-21,20-12-2022,36.0,44658.0,597,66977.93,4,0.33,4.75,"$1,885.53",Self-employed,Home,North,Married,BR-014,Customer requests funding for a new vehicle purchase; moderate credit risk profile. Ref-900781.,Yes,false,No
APP-200782,TWN,Rental,2024-01-14,07/16/2021,35.0,?,612,47582.32,2,0.433,1.32,"$1,266.00",Salaried,Home,North,Single,BR-006,Client requests funding for expanding a small business; existing customer over 5 years. Ref-900782.,No,false,No
APP-200783,TWN,n/a,2022-09-10,11/21/2021,66.0,75934.0,727,199258.38,2,0.963,9.73,"$6,010.48",Unemployed,Home,North,Married,BR-023,Customer needs financing for medical expenses; good repayment record. Ref-900783.,No,true,No
APP-200784,TWN,?,2024-12-30,2023-02-16 00:00:00,29.0,27706.0,552,30808.98,0,0.44,6.96,$910.10,Salaried,Car,North,Married,BR-044,Applicant requests funding for medical expenses; existing customer over 5 years. Ref-900784.,No,false,No
APP-200785,TWN,-,2023-03-25,01/04/2021,33.0,20276.0,727,54497.19,1,0.607,1.29,"$1,591.41",Contract,Education,North,Single,BR-021,Applicant applies for credit toward medical expenses; stable employment history. Ref-900785.,No,true,Yes
APP-200786,TWN,,2022-11-18,11/19/2023,40.0,49294.0,650,111781.79,0,0.669,9.06,"$2,938.80",Contract,Car,North,Divorced,BR-044,Client needs financing for home renovation and repairs; moderate credit risk profile. Ref-900786.,No,false,No
APP-200787,TWN,-,2024-08-03,14-11-2021,27.0,43604.0,615,114096.65,0,0.792,1.03,"$3,108.69",Self-employed,Car,North,Divorced,BR-043,Customer requests funding for a new vehicle purchase; stable employment history. Ref-900787.,Yes,true,No
APP-200788,TWN,?,2024-12-29,2023/01/16,18.0,53615.0,693,112205.48,2,0.776,0.93,"$3,331.19",Salaried,Home,North,Single,BR-014,Applicant seeks a loan to cover medical expenses; existing customer over 5 years. Ref-900788.,No,true,Yes
APP-200789,TWN,Dividend,2022-01-26,2022-04-15 00:00:00,52.0,46745.0,718,35779.5,1,0.228,3.32,$950.71,Salaried,Car,North,Married,BR-040,Client seeks a loan to cover medical expenses; existing customer over 5 years. Ref-900789.,No,true,Yes
APP-200790,TWN,Freelance,2021-12-06,12/21/2021,,-,638,166311.7,1,0.475,9.38,"$5,048.47",Self-employed,Business,North,Single,BR-003,Applicant needs financing for a new vehicle purchase; moderate credit risk profile. Ref-900790.,No,false,Yes
APP-200791,TWN,-,2023-01-28,2022-10-04 00:00:00,33.0,55153.0,665,95992.59,0,0.374,0.33,"$2,622.33",Salaried,Business,North,Single,BR-045,Customer seeks a loan to cover expanding a small business; first-time applicant. Ref-900791.,Yes,true,No
APP-200792,TWN,,2021-04-15,09/24/2023,35.0,45659.0,730,43802.3,1,0.288,9.18,"$1,217.94",Retired,Business,North,Divorced,BR-038,Customer needs financing for a family vacation abroad; stable employment history. Ref-900792.,Yes,false,No
APP-200793,TWN,Freelance,2023-10-01,2022/10/15,28.0,49004.0,727,37009.41,2,0.171,6.12,"$1,082.70",NA,Business,North,Married,BR-001,Customer requests funding for a family vacation abroad; moderate credit risk profile. Ref-900793.,No,false,No
APP-200794,TWN,Pension,2023-09-18,21-10-2023,26.0,84487.0,673,97781.82,2,0.35,0.67,"$2,497.65",Salaried,Education,North,Married,BR-030,Client requests funding for a new vehicle purchase; good repayment record. Ref-900794.,Yes,false,No
APP-200795,TWN,Dividend,2021-05-07,2023/03/12,n/a,-,626,80949.53,1,0.258,5.69,"$2,303.33",Unemployed,Car,West,Single,BR-001,Client needs financing for tuition and education costs; existing customer over 5 years. Ref-900795.,No,false,No
APP-200796,TWN,NA,2022-01-28,2024-01-02 00:00:00,68.0,null,614,81269.14,1,0.253,4.59,"$2,303.45",Contract,Home,North,Married,BR-033,Client needs financing for tuition and education costs; moderate credit risk profile. Ref-900796.,Yes,false,No
APP-200797,TWN,n/a,2024-11-05,2022-11-24 00:00:00,48.0,87330.0,637,227833.53,2,0.824,5.64,"$5,908.10",Salaried,Medical,North,Married,BR-030,Client needs financing for expanding a small business; stable employment history. Ref-900797.,No,false,Yes
APP-200798,TWN,null,2021-09-21,26-05-2023,48.0,11848.0,722,34081.17,1,0.584,7.37,$884.23,Unemployed,Education,North,Divorced,BR-009,Customer seeks a loan to cover home renovation and repairs; first-time applicant. Ref-900798.,No,false,No
APP-200799,TWN,Pension,2022-12-30,2021-02-17 00:00:00,21.0,37349.0,715,111560.93,0,1.013,6.79,"$2,806.95",Unemployed,Car,North,Married,BR-034,Applicant applies for credit toward tuition and education costs; good repayment record. Ref-900799.,Yes,false,Yes
APP-200800,TWN,Dividend,2023-09-20,2021-09-11 00:00:00,39.0,null,697,99996.63,1,0.394,9.97,"$2,704.91",-,Home,North,Married,BR-003,Client applies for credit toward medical expenses; stable employment history. Ref-900800.,Yes,false,Yes
APP-200801,TWN,null,NA,01/25/2022,n/a,-,769,130857.4,0,0.575,1.57,"$3,738.24",Salaried,Home,North,Married,BR-008,Client applies for credit toward a family vacation abroad; moderate credit risk profile. Ref-900801.,No,false,No
APP-200802,TWN,,2022-05-10,04/21/2023,49.0,27462.0,657,17820.39,0,0.149,8.13,$452.79,Salaried,Education,West,Single,BR-013,Client requests funding for medical expenses; first-time applicant. Ref-900802.,No,false,No
APP-200803,TWN,Rental,2024-01-16,2024/11/05,,125556.0,652,99988.26,0,0.224,4.11,"$2,786.30",Self-employed,Car,North,Divorced,BR-030,Borrower seeks a loan to cover medical expenses; existing customer over 5 years. Ref-900803.,Yes,true,No
APP-200804,TWN,Rental,2022-09-13,2021/07/07,40.0,71767.0,652,174108.9,1,0.877,7.83,"$4,520.85",Self-employed,Medical,North,Married,BR-040,Client seeks a loan to cover a family vacation abroad; first-time applicant. Ref-900804.,No,false,Yes
APP-200805,TWN,null,2024-04-05,02/10/2021,38.0,45206.0,804,87122.94,3,0.709,8.92,"$2,575.34",Salaried,Home,East,Married,BR-042,Borrower seeks a loan to cover medical expenses; first-time applicant. Ref-900805.,No,false,No
APP-200806,TWN,?,2021-03-28,2023-07-31 00:00:00,32.0,n/a,541,128287.74,2,0.723,9.92,"$3,257.19",Self-employed,Education,South,Single,BR-001,Borrower requests funding for expanding a small business; good repayment record. Ref-900806.,No,false,Yes
APP-200807,TWN,-,2023-07-10,08-12-2023,,51871.0,697,123621.68,1,0.807,2.66,"$3,094.28",Self-employed,Business,North,Married,BR-033,Client seeks a loan to cover home renovation and repairs; stable employment history. Ref-900807.,Yes,false,No
APP-200808,TWN,null,2022-05-13,2024-07-11 00:00:00,46.0,42190.0,707,106870.41,4,0.777,4.53,"$3,067.34",Salaried,Home,North,Single,BR-037,Borrower requests funding for expanding a small business; good repayment record. Ref-900808.,Yes,false,No
APP-200809,TWN,?,2024-08-30,2022-11-27 00:00:00,23.0,79451.0,682,180794.34,1,0.82,9.43,"$4,874.87",Salaried,Travel,North,Married,BR-014,Applicant needs financing for home renovation and repairs; moderate credit risk profile. Ref-900809.,Yes,false,Yes
APP-200810,TWN,Freelance,2022-10-04,2024-02-05 00:00:00,25.0,49172.0,832,25916.09,3,0.113,9.46,$778.99,Salaried,Home,North,Single,BR-009,Borrower requests funding for tuition and education costs; stable employment history. Ref-900810.,No,true,No
APP-200811,TWN,Pension,-,2023-10-30 00:00:00,36.0,30461.0,755,56649.92,1,0.384,3.73,"$1,538.43",Salaried,Medical,North,Married,BR-012,Borrower requests funding for a family vacation abroad; moderate credit risk profile. Ref-900811.,No,false,No
APP-200812,TWN,,2024-05-06,02/11/2021,NA,44917.0,729,116280.53,0,0.975,9.4,"$3,417.51",Self-employed,Car,North,Married,BR-014,Borrower applies for credit toward medical expenses; first-time applicant. Ref-900812.,No,true,No
APP-200813,TWN,?,2023-02-10,2022/05/01,42.0,58272.0,618,148537.55,1,0.878,4.06,"$4,108.83",Salaried,Car,North,Single,BR-045,Applicant requests funding for expanding a small business; stable employment history. Ref-900813.,Yes,false,No
APP-200814,TWN,n/a,2021-03-29,11/08/2023,51.0,35968.0,711,103308.98,1,0.821,3.75,"$2,863.57",Salaried,Car,North,Married,BR-026,Borrower requests funding for a new vehicle purchase; moderate credit risk profile. Ref-900814.,No,true,Yes
APP-200815,TWN,NA,2023-12-21,06/25/2022,42.0,null,653,208547.51,1,0.451,7.57,"$5,664.39",Salaried,Home,North,Married,BR-038,Client applies for credit toward expanding a small business; good repayment record. Ref-900815.,Yes,false,Yes
APP-200816,TWN,,2023-05-03,08-05-2023,42.0,35804.0,681,64645.65,1,0.712,4.71,"$1,867.15",Self-employed,Medical,North,Married,BR-041,Client needs financing for tuition and education costs; good repayment record. Ref-900816.,No,false,No
APP-200817,TWN,null,2024-08-31,01/25/2023,40.0,null,691,83501.38,0,0.136,4.48,"$2,102.67",Salaried,Home,North,Married,BR-011,Borrower applies for credit toward medical expenses; moderate credit risk profile. Ref-900817.,No,false,No
APP-200818,TWN,n/a,2023-10-23,2023-08-07 00:00:00,?,96563.0,646,172066.13,0,0.447,3.86,"$5,077.66",Salaried,Travel,North,Married,BR-025,Customer needs financing for a new vehicle purchase; existing customer over 5 years. Ref-900818.,Yes,false,No
APP-200819,TWN,,2023-07-26,08/21/2024,18.0,38565.0,720,73649.32,2,0.742,4.33,"$2,111.61",Unemployed,Travel,North,Married,BR-033,Customer seeks a loan to cover home renovation and repairs; moderate credit risk profile. Ref-900819.,No,true,No
APP-200820,TWN,Pension,2021-11-20,2024-06-15 00:00:00,44.0,65912.0,786,184211.25,1,0.984,1.4,"$5,354.67",Self-employed,Business,North,Married,BR-026,Applicant seeks a loan to cover expanding a small business; good repayment record. Ref-900820.,Yes,false,No
APP-200821,TWN,?,2023-05-30,2022/04/25,28.0,111540.0,747,302523.4,0,1.004,0.61,"$7,736.97",Salaried,Home,North,Single,BR-042,Client seeks a loan to cover a family vacation abroad; first-time applicant. Ref-900821.,Yes,true,No
APP-200822,TWN,Freelance,2021-09-06,2022/10/21,24.0,null,693,36840.28,0,0.254,7.54,"$1,067.75",Salaried,Education,North,Married,BR-035,Client needs financing for a new vehicle purchase; stable employment history. Ref-900822.,No,false,No
